LAV vs. CGY 2008-11-16 1200 Stade TELUS;;;
CGY;2&10;CGY35;Deke Junior pass complete to Anthony Parker for 11 yards to the CGY46, out-of-bounds.
CGY;1&10;CGY46;Matt Walter rush for no gain to the CGY46 (Etienne Legare
CGY;2&10;CGY46;Matt Walter rush for 2 yards to the CGY48 (Steve Landry
CGY;3&8;CGY48;Aaron Ifield punt 31 yards to the LAV31, J Feoli-Gudino return 17 yards to the LAV48 (Matt Walter
LAV;1&10;LAV48;Sebastien Levesque rush for 2 yards to the LAV50 (James Green
LAV;2&8;LAV50;Benoit Groulx pass incomplete to Mathieu Picard.
LAV;3&8;LAV50;Christ. Milo punt 40 yards to the CGY20, out-of-bounds.
CGY;1&10;CGY20;Deke Junior pass complete to Taylor Altilio for 6 yards to the CGY26 (O. T-Letourneau).
CGY;2&4;CGY26;Anthony Woodson rush for 2 yards to the CGY28 (Steve Landry
CGY;3&2;CGY28;Aaron Ifield punt 34 yards to the LAV48, J Feoli-Gudino return 24 yards to the CGY38 (Andrew Obrecht), PENALTY CGY NY declined.
LAV;1&10;CGY38;Benoit Groulx pass incomplete to Mathieu Picard, PENALTY CGY pass interference 15 yards to the CGY23, NO PLAY.
LAV;1&10;CGY23;Sebastien Levesque rush for 7 yards to the CGY16 (Josh McDonald).
LAV;2&3;CGY16;Benoit Groulx pass complete to Mathieu Bouvette for 16 yards to the CGY0, TOUCHDOWN,  00:53,
LAV;0&5;CGY05;Christ. Milo kick attempt GOOD.
;;;LAV 29, CGY 0
LAV;0&10;LAV45;Christ. Milo kickoff 59 yards to the CGY6, Anthony Parker return 21 yards to the CGY27 (Sama?l LAVud).
CGY;1&10;CGY27;00:40 Matt Walter rush for 3 yards to the CGY30 (Alex Surprenant
CGY;2&7;CGY30;Deke Junior pass incomplete to Jordan Wevers.
;;;LAV 29, CGY 0
2nd;;;
CGY;3&7;CGY30;Aaron Ifield punt 34 yards to the LAV46, J Feoli-Gudino return 7 yards to the LAV53 (Geoff Paiement).
LAV;1&10;LAV53;Sebastien Levesque rush for 15 yards to the CGY42,  (A. Bonaventura
LAV;1&10;CGY42;Sebastien Levesque rush for 9 yards to the CGY33 (Matt Grohn).
LAV;2&1;CGY33;Cesar Hernandez-Sanchez rush for 3 yards to the CGY30,  (Jon Waldie).
LAV;1&10;CGY30;Benoit Groulx pass complete to Mathieu Picard for 4 yards to the CGY26.
LAV;2&6;CGY26;Sebastien Levesque rush for no gain to the CGY26 (Geoff Paiement
LAV;3&6;CGY26;Christ. Milo field goal attempt from 33 GOOD,  12:00.
;;;LAV 32, CGY 0
CGY;1&10;CGY35;TEAM sacked for -11 yards to the CGY24 (Etienne Legare).
CGY;2&21;CGY24;Matt Walter rush for 1 yard to the CGY25 (Mathieu Parent).
CGY;3&20;CGY25;Aaron Ifield punt 30 yards to the 55 yardline, J Feoli-Gudino return -2 yards to the LAV53 (Wyatt Getty).
LAV;1&10;LAV53;Benoit Groulx rush for 18 yards to the CGY39,  (Deji OdWESle).
LAV;1&10;CGY39;Sebastien Levesque rush for 3 yards to the CGY36, fumble forced by Andrew Obrecht, fumble by Sebastien Levesque recovered by LAV Sebastien Levesque at CGY36.
LAV;2&7;CGY36;Benoit Groulx pass complete to J Feoli-Gudino for 35 yards to the CGY1,  (Matt Grohn).
LAV;1&1;CGY01;Benoit Groulx pass incomplete to J Feoli-Gudino.
LAV;2&1;CGY01;Cesar Hernandez-Sanchez rush for 1 yard to the CGY0, TOUCHDOWN,  08:29,
LAV;0&5;CGY05;Christ. Milo kick attempt GOOD.
;;;LAV 39, CGY 0
LAV;0&10;LAV45;Christ. Milo kickoff 55 yards to the CGY10, Anthony Parker return 2 yards to the CGY12 (Guill. Allard-C).
CGY;1&10;CGY12;Deke Junior pass complete to Anthony Parker for 8 yards to the CGY20 (Samuel Lajoie
CGY;2&2;CGY20;Matt Walter rush for no gain to the CGY20 (Mathieu Parent
;;;TIMEOUT CGY,  07:18.
CGY;3&2;CGY20;Aaron Ifield punt 39 yards to the LAV51, J Feoli-Gudino return 29 yards to the CGY30, out-of-bounds.
LAV;1&10;CGY30;Sebastien Levesque rush for -1 yard to the CGY31 (J. Simmerling).
LAV;2&11;CGY31;Benoit Groulx pass complete to Mathieu Picard for 16 yards to the CGY15,  (Jon Waldie).
LAV;1&10;CGY15;Guill. Allard-C rush for 6 yards to the CGY9 (Kyle Bracken
LAV;2&4;CGY09;PENALTY LAV IP 5 yards to the CGY14.
LAV;2&9;CGY14;Benoit Groulx pass complete to Mathieu Bouvette for 8 yards to the CGY6 (Matt Grohn), PENALTY CGY personal foul 3 yards to the CGY3, .
LAV;1&3;CGY03;Guill. Allard-C rush for 3 yards to the CGY0, TOUCHDOWN,  04:30,
LAV;0&5;CGY05;Christ. Milo kick attempt GOOD.
;;;LAV 46, CGY 0
LAV;0&10;LAV45;Christ. Milo kickoff 55 yards to the CGY10, Anthony Parker return 30 yards to the CGY40 (Marc-A. Drouin).
CGY;1&10;CGY40;04:22 Deke Junior pass incomplete to Matt Walter.
CGY;2&10;CGY40;Deke Junior pass complete to Matt Walter for 5 yards to the CGY45 (Steve Landry).
CGY;3&5;CGY45;Jordan Flagel rush for 26 yards to the LAV39,  (Victor Tremblay).
CGY;1&10;LAV39;TEAM sacked for -6 yards to the LAV45 (J-P. Gilbert), fumble by TEAM recovered by CGY Deke Junior at CGY45.
CGY;2&36;CGY45;TEAM sacked for 10 yards to the 55 yardline (Etienne Legare).
CGY;3&26;CGY55;Aaron Ifield punt 32 yards to the LAV23, Victor Tremblay return 2 yards to the LAV25 (Geoff Paiement), PENALTY CGY NY 5 yards to the LAV30, LAV ball on LAV30.
LAV;1&10;LAV30;Maxime Beland rush for 13 yards to the LAV43,  (A. Bonaventura), PENALTY CGY personal foul 15 yards to the CGY52, .
LAV;1&10;CGY52;Guill. Allard-C rush for 4 yards to the CGY48 (A. Bonaventura).
LAV;2&6;CGY48;Benoit Groulx pass complete to J Feoli-Gudino for 18 yards to the CGY30,  (A. Bonaventura).
LAV;1&10;CGY30;Maxime Beland rush for 2 yards to the CGY28 (Deji OdWESle).
LAV;2&8;CGY28;Guill. Allard-C rush for 3 yards to the CGY25 (Andrew Obrecht
LAV;2&3;CGY23;Benoit Groulx pass complete to J Feoli-Gudino for 10 yards to the CGY13,  (Brett Ferguson).
LAV;1&10;CGY13;Guill. Allard-C rush for 2 yards to the CGY11 (Patrick Callan).
LAV;2&8;CGY11;Guill. Allard-C rush for 2 yards to the CGY9 (A. Bonaventura
LAV;3&6;CGY09;Christ. Milo field goal attempt from 16 GOOD,  00:16.
;;;LAV 49, CGY 0
CGY;1&10;CGY35;Deke Junior pass incomplete to Nathan Coehoorn (Steve Landry).
CGY;2&10;CGY35;Deke Junior pass complete to Anthony Woodson for 17 yards to the CGY52,  (J. Laliberte).
;;;TIMEOUT CGY,  00:03.
CGY;1&10;CGY52;TEAM sacked for -8 yards to the CGY44 (M-A Beaudoin-C.), fumble by TEAM recovered by LAV M-A. L-Fortin at CGY44, Mathieu Parent for 13 yards to the CGY31 (Quinn McCaughan).
;;;LAV 49, CGY 0
3rd;;;
CGY;0&10;CGY45;Aaron Ifield kickoff 39 yards to the LAV26, Sebastien Levesque return 14 yards to the LAV40 (Matt Grohn).
LAV;1&10;LAV40;Maxime Beland rush for 4 yards to the LAV44 (Chase Moore).
LAV;2&6;LAV44;Maxime Beland rush for 47 yards to the CGY19,  (Casey Fraser).
LAV;1&10;CGY19;Samuel Fournier rush for 3 yards to the CGY16 (Deji OdWESle).
LAV;2&7;CGY16;Maxime Beland rush for -1 yard to the CGY17 (A. Bonaventura).
LAV;3&8;CGY17;Christ. Milo field goal attempt from 25 GOOD,  12:31.
;;;LAV 52, CGY 0
CGY;1&10;CGY35;Deke Junior pass complete to Nathan Coehoorn for 11 yards to the CGY46, out-of-bounds.
CGY;1&10;CGY46;Matt Walter rush for no gain to the CGY46 (Etienne Legare).
CGY;2&10;CGY46;KC Prince rush for 1 yard to the CGY47 (O. T-Letourneau
CGY;3&9;CGY47;Aaron Ifield punt 42 yards to the LAV21, Victor Tremblay return 5 yards to the LAV26 (Wyatt Getty
LAV;1&10;LAV26;11:00 Cesar Hernandez-Sanchez pass complete to Matt Leblanc for 4 yards to the LAV30 (Matt Grohn).
LAV;2&6;LAV30;Cesar Hernandez-Sanchez pass complete to Mathieu Picard for 13 yards to the LAV43,  (Chase Moore).
LAV;3&1;LAV43;Christ. Milo punt 29 yards to the CGY38, Shane Dignum return 24 yards to the LAV48 (Mathieu Parent).
CGY;1&10;LAV48;Deke Junior pass complete to Nathan Coehoorn for 8 yards to the LAV40 (Dominique Noel).
CGY;2&2;LAV40;Matt Walter rush for 1 yard to the LAV39 (Etienne Legare).
CGY;3&1;LAV39;Matt Walter rush for 2 yards to the LAV37,  (Mathieu Parent).
CGY;1&10;LAV37;Matt Walter rush for 5 yards to the LAV32 (J-P. Gilbert).
CGY;2&5;LAV32;Deke Junior pass complete to Anthony Woodson for 6 yards to the LAV26,  (O. T-Letourneau).
CGY;1&10;LAV26;Deke Junior pass incomplete to Nathan Coehoorn.
CGY;2&10;LAV26;Deke Junior pass complete to KC Prince for 20 yards to the LAV6,  (J. Laliberte).
CGY;1&6;LAV06;Deke Junior pass complete to Anthony Woodson for 6 yards to the LAV0, TOUCHDOWN,  05:36,
CGY;0&5;LAV05;Aaron Ifield kick attempt GOOD.
;;;LAV 52, CGY 7
CGY;0&10;CGY45;Aaron Ifield kickoff 68 yards to the LAV-3 - ROUGE, touchback.
;;;LAV 52, CGY 8
LAV;1&10;LAV35;05:36 Cesar Hernandez-Sanchez rush for 9 yards to the LAV44 (Josh Symons).
LAV;2&1;LAV44;Cesar Hernandez-Sanchez rush for 6 yards to the LAV50,  (A. Bonaventura), PENALTY CGY personal foul 15 yards to the CGY45, .
LAV;1&10;CGY45;Sebastien Levesque rush for 10 yards to the CGY35,  (James Green).
LAV;1&10;CGY35;Maxime Beland rush for 7 yards to the CGY28 (A. Bonaventura
LAV;2&3;CGY28;Cesar Hernandez-Sanchez pass complete to J Feoli-Gudino for 9 yards to the CGY19,  (Brett Ferguson).
;;;TIMEOUT LAV,  03:15.
LAV;1&10;CGY19;Cesar Hernandez-Sanchez pass complete to Matt Leblanc for 11 yards to the CGY8,  (Deji OdWESle
;;;TIMEOUT LAV,  02:46.
LAV;1&8;CGY08;Cesar Hernandez-Sanchez pass incomplete to Mathieu Picard.
LAV;2&8;CGY08;Maxime Beland rush for 8 yards to the CGY0, TOUCHDOWN,  02:18,
LAV;0&5;CGY05;Christ. Milo kick attempt GOOD.
;;;LAV 59, CGY 8
LAV;0&10;LAV45;Christ. Milo kickoff 58 yards to the CGY7, James Green return 26 yards to the CGY33 (M-A. L-Fortin).
CGY;1&10;CGY33;02:06 Deke Junior pass incomplete to KC Prince.
CGY;2&10;CGY33;TEAM sacked for -9 yards to the CGY24 (Sama?l LAVud
CGY;3&19;CGY24;Aaron Ifield punt 40 yards to the LAV46, J Feoli-Gudino return -1 yards to the LAV45 (Andrew Obrecht).
LAV;1&10;LAV45;Maxime Beland rush for 7 yards to the LAV52, out-of-bounds (A. Bonaventura).
LAV;2&3;LAV52;Samuel Fournier rush for 2 yards to the LAV54 (A. Bonaventura
LAV;3&1;LAV54;Christ. Milo punt 44 yards to the CGY12, KC Prince return 6 yards to the CGY18 (Mathieu Bouvette).
;;;LAV 59, CGY 8
4th;;;
CGY;1&10;CGY18;Matt Walter rush for 22 yards to the CGY40,  (J-P. Gilbert).
CGY;1&10;CGY40;Deke Junior pass incomplete to Nathan Coehoorn (O. T-Letourneau), PENALTY LAV pass interference 15 yards to the 55 yardline, NO PLAY.
CGY;1&10;CGY55;Deke Junior pass complete to Nathan Coehoorn for 10 yards to the LAV45,  (Andre St-Amour).
CGY;1&10;LAV45;Matt Walter rush for no gain to the LAV45 (Vincent Lehoux
CGY;2&10;LAV45;Deke Junior pass complete to Nathan Coehoorn for 12 yards to the LAV33,  (O. T-Letourneau).
CGY;1&10;LAV33;Matt Walter rush for 8 yards to the LAV25, out-of-bounds (O. T-Letourneau).
CGY;2&2;LAV25;Matt Walter rush for 1 yard to the LAV24 (Mathieu Parent).
CGY;3&1;LAV24;Matt Walter rush for no gain to the LAV24 (Mathieu Parent
LAV;1&10;LAV24;Cesar Hernandez-Sanchez pass complete to Marc Remillard for 12 yards to the LAV36,  (Brett Ferguson).
LAV;1&10;LAV36;Maxime Beland rush for 3 yards to the LAV39 (Chase Moore
LAV;2&7;LAV39;Cesar Hernandez-Sanchez pass incomplete to Maxime Beland.
LAV;3&7;LAV39;Christ. Milo punt 33 yards to the CGY38, KC Prince return 5 yards to the CGY43 (J-P. Dumas), PENALTY LAV NY 15 yards to the LAV52, CGY ball on LAV52.
CGY;1&10;LAV52;09:51 Deke Junior pass incomplete to Nathan Coehoorn.
CGY;2&10;LAV52;TEAM sacked for -10 yards to the CGY48 (M-A. L-Fortin).
CGY;3&20;CGY48;Aaron Ifield punt 58 yards to the LAV4, Victor Tremblay return 6 yards to the LAV10 (Andrew Obrecht).
LAV;1&10;LAV10;Cesar Hernandez-Sanchez pass incomplete to Patrick Lavoie.
LAV;2&10;LAV10;Cesar Hernandez-Sanchez pass complete to Patrick Lavoie for 8 yards to the LAV18 (Matt Grohn).
LAV;3&2;LAV18;TEAM rush for -18 yards to the LAV0, TEAM SAFETY,  07:14.
;;;LAV 59, CGY 10
LAV;0&10;LAV35;Christ. Milo kickoff 55 yards to the CGY20, A Bonaventura return 15 yards to the CGY35 (Babacar Seye).
CGY;1&10;CGY35;07:09 Matt Walter rush for 2 yards to the CGY37 (Justin Morrow).
CGY;2&8;CGY37;Deke Junior pass intercepted by Justin Morrow at the CGY45, Justin Morrow return 0 yards to the CGY45.
LAV;1&10;CGY45;Maxime Beland rush for 3 yards to the CGY42 (A. Bonaventura
LAV;2&7;CGY42;Cesar Hernandez-Sanchez pass incomplete to Samuel Fournier.
LAV;3&7;CGY42;Christ. Milo punt 24 yards to the CGY18, out-of-bounds.
CGY;1&10;CGY18;Deke Junior pass complete to Matt Walter for 15 yards to the CGY33,  (J-P. Gilbert).
CGY;1&10;CGY33;Deke Junior pass incomplete to Anthony Woodson.
CGY;2&10;CGY33;Deke Junior pass incomplete to Anthony Woodson (Matt Leblanc).
CGY;3&10;CGY33;Aaron Ifield punt 41 yards to the LAV36, Victor Tremblay return 9 yards to the LAV45.
LAV;1&10;LAV45;03:36 Samuel Fournier rush for 1 yard to the LAV46 (Josh Symons
LAV;2&9;LAV46;Maxime Beland rush for 22 yards to the CGY42, out-of-bounds (Brett Ferguson).
LAV;1&10;CGY42;Samuel Fournier rush for 3 yards to the CGY39 (Patrick Callan).
LAV;2&7;CGY39;Maxime Beland rush for 1 yard to the CGY38 (Andrew Obrecht).
LAV;3&6;CGY38;Christ. Milo punt 37 yards to the CGY1, James Green return 8 yards to the CGY9 (J-P. Cormier).
CGY;1&10;CGY09;Deke Junior pass complete to Matt Walter for 13 yards to the CGY22,  (Andre St-Amour
CGY;1&10;CGY22;Deke Junior pass incomplete to Nathan Coehoorn. PENALTY CGY personal foul 11 yards to the CGY11.
CGY;3&21;CGY11;Deke Junior pass incomplete to Taylor Altilio.
LAV;1&10;CGY11;01:16 TEAM rush for no gain to the CGY11.
LAV;2&10;CGY11;TEAM rush for no gain to the CGY11.
LAV;3&10;CGY11;TEAM rush for -7 yards to the CGY18.
CGY;1&10;CGY18;00:17 TEAM rush for no gain to the CGY18.
;;;LAV 59, CGY 10
;;;end of game
UBC vs. SFU 2008-08-23 1900 Swangard Stadium;;;
SFU;0&10;SFU45;Reuben Hoetmer kickoff 55 yards to the UBC10, Sam Carino return 17 yards to the UBC27 (Mark Bailey).
UBC;1&10;UBC27;14:40 Marc McVeigh pass incomplete to Braden Smith (Nick Shuster).
UBC;2&10;UBC27;Marc McVeigh pass incomplete to Blaine Kruger (Nick Shuster).
UBC;3&10;UBC27;Shawn McIsaac punt 33 yards to the SFU50, Jeremy Levy return 5 yards to the 55 yardline (Scott McCuaig
SFU;1&10;SFU55;13:50 Jeremy Levy rush for 4 yards to the UBC51 (Braydon Hobbs).
SFU;2&6;UBC51;Bernd Dittrich pass complete to Jeffrey Biles for 22 yards to the UBC29, (Tyler Codron
SFU;1&10;UBC29;Bernd Dittrich pass incomplete to J Cunningham,Â PENALTY SFU offside declined.
SFU;2&10;UBC29;Bernd Dittrich pass incomplete to Tyson Buchannon.
SFU;3&10;UBC29;Reuben Hoetmer field goal attempt from 36 Byron Stearns, kick to UBC-9,  11:06, Dave Boyd return 12 yards to the UBC3 (Brian Ridgeway).
UBC;1&10;UBC20;Dave Boyd rush for 3 yards to the UBC23 (Thomas Pearce
UBC;2&7;UBC23;Marc McVeigh pass incomplete to Blaine Kruger (Mark Bailey).
UBC;3&7;UBC23;Shawn McIsaac punt 45 yards to the SFU42, Jeremy Levy return 28 yards to the UBC40 (Graham Nordin),Â PENALTY SFU holding 10 yards to the UBC50, SFU ball on UBC50.
SFU;1&10;UBC50;Josh Havey rush for 7 yards to the UBC43, fumble forced by JP Lancaster, fumble by Josh Havey recovered by UBC Mike Hayes at UBC43.
UBC;1&10;UBC43;09:20 Dave Boyd rush for 5 yards to the UBC48 (Mark Bailey).
UBC;2&5;UBC48;Marc McVeigh pass complete to Blaine Kruger for 12 yards to the SFU50, out-of-bounds (Brady Carpenter).
UBC;1&10;SFU50;Dave Boyd rush for 2 yards to the SFU48 (Brian Ridgeway
UBC;2&8;SFU48;Marc McVeigh pass complete to Blaine Kruger for 15 yards to the SFU33, (Brian Ridgeway).
UBC;1&10;SFU33;Dave Boyd rush for 8 yards to the SFU25 (Brian Ridgeway).
UBC;2&2;SFU25;Marc McVeigh pass incomplete to Braden Smith.
UBC;3&2;SFU25;Shawn McIsaac field goal attempt from 32 GOOD,  06:14.
;;;UBC 3, SFU 0
SFU;1&10;SFU35;Josh Havey rush for 2 yards to the SFU37 (Tommy Buchmann
SFU;2&8;SFU37;Bernd Dittrich pass incomplete to Milos Zivkovic,Â PENALTY SFU offside declined.
SFU;3&8;SFU37;Jeffrey Biles punt 40 yards to the UBC33, Chris Schaalo return 1 yards to the UBC34 (Jared Power),Â PENALTY UBC holding 10 yards to the UBC24, UBC ball on UBC24.
UBC;1&10;UBC24;04:30 Cheng Wei rush for 3 yards to the UBC27 (Thomas Pearce).
UBC;2&7;UBC27;Marc McVeigh pass complete to Chris Schaalo for 4 yards to the UBC31 (A. DesLauriers
UBC;2&2;UBC32;Dave Boyd rush for 21 yards to the UBC53, (Ray Wladichuk).
UBC;1&10;UBC53;Dave Boyd rush for no gain to the UBC53 (John Reeves
UBC;2&10;UBC53;Marc McVeigh pass complete to Tom Johnson for 24 yards to the SFU33 (Brady Carpenter),Â PENALTY UBC offside 5 yards to the UBC48, NO PLAY.
UBC;2&15;UBC48;Marc McVeigh pass incomplete to Nate D'Arcy.
UBC;3&15;UBC48;Shawn McIsaac punt 36 yards to the SFU26, Tyson Buchannon return 5 yards to the SFU31 (JP Lancaster).
SFU;1&10;SFU31;01:57 Marek Seta rush for 7 yards to the SFU38 (Devin Kavanagh).
SFU;2&3;SFU38;Bernd Dittrich pass complete to Tyson Buchannon for 5 yards to the SFU43, (Sam Carino).
SFU;1&10;SFU43;Jeremy Levy rush for -1 yard to the SFU42 (Scott McCuaig
SFU;2&11;SFU42;Bernd Dittrich pass complete to B Halverson for 13 yards to the 55 yardline (CJ Brassington),Â PENALTY SFU holding 10 yards to the SFU32, NO PLAY,Â PENALTY UBC offside 5 yards to the SFU37, NO PLAY.
SFU;2&16;SFU37;PENALTY SFU TC 5 yards to the SFU32.
SFU;2&21;SFU32;Bernd Dittrich rush for 5 yards to the SFU37 (Braydon Hobbs
;;;UBC 3, SFU 0
2nd;;;
SFU;3&16;SFU37;Jeffrey Biles punt 48 yards to the UBC25, Dave Boyd return 6 yards to the UBC31 (Farhad Abi).
UBC;1&10;UBC31;14:37 Dave Boyd rush for 2 yards to the UBC33 (Dustin Heywood).
UBC;2&8;UBC33;Marc McVeigh pass complete to Braden Smith for 5 yards to the UBC38 (Nick Shuster).
UBC;3&3;UBC38;Shawn McIsaac punt -13 yards to the UBC25, Jeremy Levy return -51 yards to the SFU34 (JP Lancaster),Â PENALTY SFU holding 15 yards to the SFU19, SFU ball on SFU19.
SFU;1&10;SFU19; 12:42 Bernd Dittrich pass incomplete to Jeffrey Biles,Â PENALTY SFU holding declined.
SFU;2&10;SFU19;Bernd Dittrich pass complete to Tyson Buchannon for 3 yards to the SFU22 (Mike Hayes).
SFU;3&7;SFU22;Jeffrey Biles punt 47 yards to the UBC41, Sam Carino return 13 yards to the UBC54 (Fraser Waldron).
UBC;1&10;UBC54;11:33 Marc McVeigh pass complete to Chris Schaalo for 9 yards to the SFU47 (John Reeves).
UBC;2&1;SFU47;Marc McVeigh pass complete to Chris Schaalo for 4 yards to the SFU43, (A. DesLauriers).
UBC;1&10;SFU43;Marc McVeigh sacked for -6 yards to the SFU49 (Brian Ridgeway).
UBC;2&16;SFU49;Marc McVeigh pass intercepted by Mark Bailey at the SFU39, Mark Bailey return 17 yards to the UBC54 (Braden Smith).
SFU;1&10;UBC54;Marek Seta rush for 1 yard to the UBC53 (Scott McCuaig).
SFU;2&9;UBC53;Bernd Dittrich pass complete to Jeffrey Biles for 12 yards to the UBC41, (Braydon Hobbs
SFU;1&10;UBC41;Bernd Dittrich pass complete to Jeffrey Biles for 41 yards to the UBC0, TOUCHDOWN,  07:20.
SFU;0&5;UBC05;Reuben Hoetmer kick attempt GOOD.
;;;UBC 3, SFU 7
SFU;0&10;SFU45;Reuben Hoetmer kickoff 56 yards to the UBC9, Spencer Betts return 25 yards to the UBC34 (Fraser Waldron).
UBC;1&10;UBC34;07:12 Marc McVeigh pass incomplete to Chris Schaalo.
UBC;2&10;UBC34;Marc McVeigh rush for 9 yards to the UBC43, out-of-bounds (Ray Wladichuk).
UBC;3&1;UBC43;Shawn McIsaac punt 45 yards to the SFU22, Tyson Buchannon return 7 yards to the SFU29 (Cheng Wei),Â PENALTY UBC unsportsMANlike conduct 15 yards to the SFU44, SFU ball on SFU44.
SFU;1&10;SFU44;05:44 Bernd Dittrich pass complete to Spencer Watt for 7 yards to the SFU51 (Nathan Kanya
SFU;2&3;SFU51;Marek Seta rush for 6 yards to the UBC53, (Sean Ortiz
SFU;1&10;UBC53;Bernd Dittrich pass complete to Spencer Watt for 48 yards to the UBC5, (Alex Betts).
SFU;1&5;UBC05;Bernd Dittrich pass complete to Daniel Stanzel for 5 yards to the UBC0, TOUCHDOWN,  03:52.
SFU;0&5;UBC05;Reuben Hoetmer kick attempt GOOD.
;;;UBC 3, SFU 14
SFU;0&10;SFU45;PENALTY UBC IP 5 yards to the SFU50.
SFU;0&10;SFU50;Reuben Hoetmer kickoff 57 yards to the UBC3, Spencer Betts return 22 yards to the UBC25 (A. DesLauriers
UBC;1&10;UBC25; 03:44 Marc McVeigh pass complete to Blaine Kruger for 12 yards to the UBC37, (Aeron Kawakami).
UBC;1&10;UBC37;Dave Boyd rush for -2 yards to the UBC35 (Mark Bailey).
UBC;2&12;UBC35;Marc McVeigh rush for 10 yards to the UBC45, out-of-bounds.
UBC;3&2;UBC45;Shawn McIsaac punt 35 yards to the SFU30, Tyson Buchannon return 7 yards to the SFU37 (Tyler Codron
SFU;1&10;SFU37;02:25 Marek Seta rush for 1 yard to the SFU38 (Mike Hayes).
SFU;2&9;SFU38;Bernd Dittrich pass incomplete to Jeffrey Biles,Â PENALTY SFU unsportsMANlike conduct 15 yards to the SFU23.
SFU;3&24;SFU23;Jeffrey Biles punt 44 yards to the UBC43, Dave Boyd return 12 yards to the 55 yardline (Farhad Abi).
UBC;1&10;UBC55;02:03 Dave Boyd rush for 6 yards to the SFU49 (Nick Shuster).
UBC;2&4;SFU49;Dave Boyd rush for 6 yards to the SFU43, (Brady Carpenter
UBC;1&10;SFU43;Dave Boyd rush for 9 yards to the SFU34 (Mark Bailey).
UBC;2&1;SFU34;Marc McVeigh pass complete to Kevin Kraft for 9 yards to the SFU25, (Thomas Pearce).
UBC;1&10;SFU25;Marc McVeigh pass complete to Blaine Kruger for 25 yards to the SFU0, TOUCHDOWN,  00:46.
UBC;0&5;SFU05;Shawn McIsaac kick attempt GOOD.
;;;UBC 10, SFU 14
UBC;0&10;UBC45;Shawn McIsaac kickoff 60 yards to the SFU5, Tyson Buchannon return 28 yards to the SFU33.
SFU;1&10;SFU33;00:34 Bernd Dittrich rush for 2 yards to the SFU35 (Tyler Codron).
;;;TIMEOUT UBC,  00:26.
SFU;2&8;SFU35;Marek Seta rush for 7 yards to the SFU42 (Scott McCuaig),Â PENALTY UBC face mask 15 yards to the UBC53,Â .
